location,total_sqft,bath,balcony,price,bedrooms,bed_per_bath,sqft_per_bath
Kudlu Gate,1320.0,2.0,2.0,50.0,3,1.5,660.0
other,1410.0,2.0,1.0,54.0,3,1.5,705.0
Whitefield,1200.0,2.0,3.0,70.0,2,1.0,600.0
other,1705.0,2.0,1.0,86.96,3,1.5,852.5
Electronic City,995.0,2.0,1.0,48.0,2,1.0,497.5
Horamavu Banaswadi,1081.0,2.0,1.0,52.0,2,1.0,540.5
Parappana Agrahara,1194.0,2.0,2.0,46.0,2,1.0,597.0
Sonnenahalli,605.0,1.0,1.0,30.24,1,1.0,605.0
Yelahanka,567.0,1.0,1.0,25.0,1,1.0,567.0
other,1410.5,2.0,0.0,70.385,3,1.5,705.25
Green Glen Layout,1715.0,3.0,2.0,105.0,3,1.0,571.6666666666666
Bannerghatta Road,1846.0,3.0,2.0,120.0,3,1.0,615.3333333333334
Whitefield,1015.0,2.0,3.0,56.0,2,1.0,507.5
Thanisandra,1100.0,2.0,1.0,36.0,2,1.0,550.0
Thanisandra,1965.0,4.0,2.0,125.0,3,0.75,491.25
NGR Layout,1021.0,2.0,2.0,45.9,2,1.0,510.5
Haralur Road,1230.0,2.0,1.0,67.65,2,1.0,615.0
Uttarahalli,1260.0,2.0,2.0,55.0,2,1.0,630.0
Lingadheeranahalli,1894.0,4.0,1.0,114.0,3,0.75,473.5
Jakkur,1950.0,3.0,2.0,131.0,3,1.0,650.0
Sector 2 HSR Layout,1231.0,2.0,3.0,66.0,2,1.0,615.5
Mahadevpura,1236.0,2.0,1.0,58.0,2,1.0,618.0
R.T. Nagar,1800.0,3.0,0.0,120.0,4,1.3333333333333333,600.0
other,1650.0,3.0,2.0,135.0,3,1.0,550.0
Begur,1443.0,2.0,2.0,70.0,3,1.5,721.5
other,925.0,2.0,1.0,68.0,2,1.0,462.5
Chandapura,1305.0,3.0,1.0,33.28,3,1.0,435.0
other,1190.0,2.0,2.0,46.41,2,1.0,595.0
Uttarahalli,1284.0,2.0,2.0,53.36,2,1.0,642.0
Chikkalasandra,1325.0,2.0,1.0,59.0,2,1.0,662.5
Kudlu Gate,1183.0,2.0,1.0,79.54,2,1.0,591.5
other,1750.0,3.0,2.0,100.0,3,1.0,583.3333333333334
other,747.0,1.0,2.0,27.0,1,1.0,747.0
Electronic City,1342.0,2.0,1.0,90.0,2,1.0,671.0
other,1113.0,2.0,1.0,52.0,2,1.0,556.5
other,1738.0,3.0,2.0,110.0,3,1.0,579.3333333333334
Hebbal,2790.0,4.0,3.0,198.0,4,1.0,697.5
Hebbal,1162.0,2.0,1.0,59.0,2,1.0,581.0
Parappana Agrahara,1194.0,2.0,2.0,46.0,2,1.0,597.0
Sarjapur  Road,1857.0,4.0,3.0,155.0,3,0.75,464.25
Uttarahalli,1150.0,2.0,1.0,45.99,2,1.0,575.0
Chikkalasandra,1290.0,2.0,2.0,72.0,2,1.0,645.0
Sanjay nagar,1150.0,2.0,0.0,70.0,2,1.0,575.0
Yeshwanthpur,1160.0,2.0,2.0,64.08,2,1.0,580.0
other,900.0,2.0,2.0,27.0,2,1.0,450.0
Electronic City,1320.0,2.0,1.0,38.12,3,1.5,660.0
Lingadheeranahalli,2240.0,4.0,2.0,160.0,4,1.0,560.0
Electronics City Phase 1,891.0,2.0,1.0,26.0,2,1.0,445.5
Ambedkar Nagar,1852.0,3.0,2.0,125.0,3,1.0,617.3333333333334
Chandapura,1323.0,2.0,1.0,42.0,3,1.5,661.5
Vittasandra,1404.0,2.0,1.0,67.5,2,1.0,702.0
Dodda Nekkundi,1370.0,2.0,2.0,60.0,2,1.0,685.0
Uttarahalli,1385.0,2.0,2.0,48.48,3,1.5,692.5
Gollarapalya Hosahalli,1129.0,2.0,1.0,50.0,2,1.0,564.5
other,1876.0,3.0,1.0,150.0,3,1.0,625.3333333333334
other,1720.0,3.0,1.0,95.0,3,1.0,573.3333333333334
Jalahalli East,1200.0,4.0,1.0,80.0,4,1.0,300.0
Mysore Road,1175.0,2.0,2.0,86.68,2,1.0,587.5
Hosa Road,1893.0,3.0,2.0,130.0,3,1.0,631.0
Whitefield,1430.0,3.0,2.0,52.0,3,1.0,476.6666666666667
other,850.0,2.0,2.0,45.0,2,1.0,425.0
CV Raman Nagar,1392.0,2.0,1.0,110.0,2,1.0,696.0
Kanakpura Road,1938.0,3.0,3.0,105.0,3,1.0,646.0
other,1020.0,2.0,2.0,52.0,2,1.0,510.0
HBR Layout,1832.0,3.0,2.0,160.0,3,1.0,610.6666666666666
other,1423.0,2.0,2.0,85.0,3,1.5,711.5
Jakkur,1432.0,2.0,1.0,85.0,2,1.0,716.0
CV Raman Nagar,1480.0,3.0,2.0,65.0,3,1.0,493.3333333333333
Kanakpura Road,1843.0,3.0,2.0,96.2,3,1.0,614.3333333333334
Hulimavu,1916.0,2.0,1.0,150.0,3,1.5,958.0
Hennur,1255.0,2.0,1.0,55.5,2,1.0,627.5
Yelenahalli,1160.0,2.0,2.0,44.08,2,1.0,580.0
Old Madras Road,2640.0,2.0,1.0,170.0,2,1.0,1320.0
Bommanahalli,1160.0,2.0,3.0,53.0,2,1.0,580.0
Lakshminarayana Pura,1200.0,2.0,1.0,80.0,2,1.0,600.0
7th Phase JP Nagar,1100.0,2.0,1.0,44.0,2,1.0,550.0
Ramagondanahalli,1500.0,3.0,3.0,100.0,3,1.0,500.0
Electronic City Phase II,1336.0,2.0,3.0,50.35,3,1.5,668.0
Choodasandra,1065.0,2.0,1.0,46.0,2,1.0,532.5
Hebbal,1294.0,2.0,1.0,115.0,2,1.0,647.0
Rachenahalli,1550.0,3.0,2.0,68.5,3,1.0,516.6666666666666
Whitefield,1216.0,2.0,1.0,75.0,2,1.0,608.0
other,1005.0,2.0,2.0,40.0,2,1.0,502.5
7th Phase JP Nagar,1430.0,2.0,1.0,102.0,3,1.5,715.0
Hoodi,1660.0,3.0,2.0,125.0,3,1.0,553.3333333333334
Thanisandra,1430.0,2.0,3.0,56.0,3,1.5,715.0
Hennur Road,1470.0,2.0,1.0,75.0,3,1.5,735.0
Jalahalli,1045.0,2.0,1.0,76.77,2,1.0,522.5
Anjanapura,950.0,2.0,0.0,30.0,2,1.0,475.0
Doddathoguru,1382.0,3.0,1.0,65.0,3,1.0,460.6666666666667
BTM 2nd Stage,930.0,2.0,2.0,46.0,2,1.0,465.0
Sarjapur  Road,1660.0,2.0,2.0,116.0,3,1.5,830.0
other,1290.0,2.0,2.0,71.95,2,1.0,645.0
Whitefield,1010.0,2.0,1.0,45.0,3,1.5,505.0
Dodda Nekkundi,1200.0,2.0,2.0,71.0,2,1.0,600.0
other,1650.0,3.0,2.0,140.0,3,1.0,550.0
Budigere,1636.0,3.0,2.0,88.0,3,1.0,545.3333333333334
Budigere,1153.0,2.0,2.0,56.55,2,1.0,576.5
Hegde Nagar,2087.01,4.0,2.0,160.0,3,0.75,521.7525
other,1200.0,2.0,1.0,47.0,2,1.0,600.0
HSR Layout,1844.0,3.0,1.0,89.0,3,1.0,614.6666666666666
Begur Road,1215.0,2.0,1.0,43.75,2,1.0,607.5
Sarjapur  Road,1194.0,2.0,1.0,57.0,2,1.0,597.0
other,1220.0,2.0,2.0,52.0,2,1.0,610.0
other,3150.0,4.0,2.0,150.0,4,1.0,787.5
Kanakpura Road,525.0,1.0,1.0,26.0,1,1.0,525.0
Bommasandra,955.0,2.0,1.0,37.97,2,1.0,477.5
Magadi Road,884.0,2.0,1.0,48.0,2,1.0,442.0
Kathriguppe,1250.0,2.0,1.0,68.75,2,1.0,625.0
Harlur,2990.0,4.0,1.0,225.0,4,1.0,747.5
Bellandur,1195.0,2.0,1.0,52.0,2,1.0,597.5
other,2559.0,1.0,1.0,55.0,1,1.0,2559.0
Begur,1200.0,2.0,1.0,33.0,2,1.0,600.0
Sarjapur  Road,984.0,2.0,1.0,45.75,2,1.0,492.0
Bommasandra,1089.0,2.0,1.0,40.0,2,1.0,544.5
Hennur Road,1165.0,2.0,1.0,52.0,2,1.0,582.5
Chandapura,410.0,1.0,1.0,10.0,1,1.0,410.0
Hennur,1482.0,3.0,1.0,110.0,3,1.0,494.0
Ramamurthy Nagar,1200.0,2.0,1.0,68.0,2,1.0,600.0
Kanakapura,1938.0,3.0,3.0,113.0,3,1.0,646.0
Hormavu,1166.0,2.0,2.0,34.97,3,1.5,583.0
Chikkalasandra,1275.0,2.0,2.0,55.46,3,1.5,637.5
other,1140.0,2.0,2.0,43.0,2,1.0,570.0
other,720.0,1.0,2.0,28.0,1,1.0,720.0
other,1100.0,2.0,1.0,90.0,2,1.0,550.0
other,1162.0,2.0,2.0,98.77,2,1.0,581.0
Ramamurthy Nagar,540.0,1.0,0.0,35.0,1,1.0,540.0
Rachenahalli,1550.0,2.0,2.0,73.5,3,1.5,775.0
other,1220.0,2.0,2.0,60.0,2,1.0,610.0
Doddathoguru,964.0,2.0,1.0,62.0,2,1.0,482.0
other,1500.0,3.0,2.0,50.0,3,1.0,500.0
Sarjapur  Road,1347.0,2.0,1.0,44.0,3,1.5,673.5
Bannerghatta Road,3000.0,4.0,2.0,140.0,4,1.0,750.0
Bannerghatta,1120.0,2.0,1.0,42.5,2,1.0,560.0
other,600.0,1.0,1.0,22.8,1,1.0,600.0
Whitefield,2321.0,4.0,1.0,157.0,3,0.75,580.25
other,540.0,1.0,2.0,24.0,1,1.0,540.0
Hebbal,1150.0,2.0,1.0,57.0,2,1.0,575.0
Sonnenahalli,1484.0,3.0,1.0,75.0,3,1.0,494.6666666666667
other,620.0,2.0,1.0,23.0,2,1.0,310.0
other,1650.0,3.0,2.0,78.0,3,1.0,550.0
other,1250.0,3.0,2.0,44.0,3,1.0,416.6666666666667
other,2072.0,3.0,2.0,108.0,3,1.0,690.6666666666666
Sarjapur  Road,1105.0,2.0,2.0,40.0,2,1.0,552.5
Vidyaranyapura,1200.0,2.0,2.0,60.5,2,1.0,600.0
Kumaraswami Layout,3100.0,7.0,3.0,145.0,7,1.0,442.85714285714283
Banashankari,1340.0,2.0,2.0,53.6,3,1.5,670.0
Haralur Road,1194.0,2.0,2.0,46.0,2,1.0,597.0
Vittasandra,1246.0,2.0,1.0,65.0,2,1.0,623.0
Old Airport Road,1055.0,2.0,3.0,75.0,2,1.0,527.5
Hosa Road,1541.0,3.0,1.0,69.61,3,1.0,513.6666666666666
Harlur,1370.0,2.0,2.0,88.0,2,1.0,685.0
Whitefield,1224.0,2.0,2.0,75.0,2,1.0,612.0
Kambipura,883.0,2.0,1.0,39.0,2,1.0,441.5
other,1154.0,2.0,1.0,57.0,2,1.0,577.0
Kanakpura Road,1610.0,3.0,3.0,78.5,3,1.0,536.6666666666666
other,1057.0,2.0,1.0,42.0,2,1.0,528.5
Raja Rajeshwari Nagar,1157.0,2.0,1.0,65.0,2,1.0,578.5
other,1200.0,4.0,1.0,85.0,4,1.0,300.0
other,980.0,2.0,3.0,35.0,2,1.0,490.0
Sarjapur  Road,1140.0,2.0,1.0,40.0,2,1.0,570.0
Raja Rajeshwari Nagar,1206.0,2.0,1.0,40.7,2,1.0,603.0
Electronic City Phase II,575.0,1.0,1.0,16.75,1,1.0,575.0
Horamavu Agara,1300.0,2.0,2.0,52.0,3,1.5,650.0
other,1270.0,2.0,1.0,35.56,3,1.5,635.0
Electronic City,1128.0,2.0,1.0,63.5,2,1.0,564.0
Electronics City Phase 1,640.0,1.0,1.0,45.0,1,1.0,640.0
other,2400.0,3.0,2.0,185.0,3,1.0,800.0
TC Palaya,1200.0,2.0,0.0,66.0,3,1.5,600.0
Kanakapura,1090.0,2.0,2.0,38.15,2,1.0,545.0
Electronic City,589.0,1.0,1.0,29.0,1,1.0,589.0
Electronic City,1125.0,2.0,1.0,28.13,2,1.0,562.5
Kogilu,1140.0,2.0,2.0,50.66,2,1.0,570.0
Kundalahalli,1315.0,2.0,3.0,74.0,2,1.0,657.5
Bellandur,1435.0,2.0,2.0,115.0,3,1.5,717.5
Haralur Road,1092.0,2.0,2.0,44.0,2,1.0,546.0
Kadugodi,1314.0,2.0,3.0,80.0,2,1.0,657.0
Koramangala,1260.0,2.0,1.0,100.0,2,1.0,630.0
Nagarbhavi,1080.0,2.0,1.0,49.0,2,1.0,540.0
other,4000.0,8.0,3.0,160.0,8,1.0,500.0
Mysore Road,1082.0,2.0,1.0,45.0,3,1.5,541.0
Jakkur,1150.0,3.0,2.0,65.0,3,1.0,383.3333333333333
Hennur Road,1052.0,2.0,1.0,34.72,2,1.0,526.0
Yelahanka,1045.0,2.0,1.0,45.0,2,1.0,522.5
Kodigehaali,1442.0,3.0,2.0,80.0,3,1.0,480.6666666666667
Kaggadasapura,1500.0,2.0,2.0,75.0,3,1.5,750.0
Hennur,1255.0,2.0,1.0,53.57,2,1.0,627.5
other,1432.0,3.0,2.0,79.0,3,1.0,477.3333333333333
Kundalahalli,2100.0,3.0,2.0,150.0,3,1.0,700.0
Hennur Road,1450.0,2.0,2.0,80.0,2,1.0,725.0
Sarjapur  Road,1346.0,2.0,1.0,69.61,2,1.0,673.0
Kumaraswami Layout,1200.0,2.0,2.0,29.0,2,1.0,600.0
Electronic City Phase II,925.0,2.0,1.0,49.82,3,1.5,462.5
Dasarahalli,1160.0,2.0,2.0,49.0,2,1.0,580.0
Lingadheeranahalli,1768.0,3.0,3.0,81.31,3,1.0,589.3333333333334
Kothanur,1094.0,2.0,2.0,54.0,2,1.0,547.0
other,1500.0,3.0,3.0,90.0,3,1.0,500.0
Gubbalala,1745.0,3.0,2.0,130.0,3,1.0,581.6666666666666
Sonnenahalli,1550.0,3.0,1.0,50.0,3,1.0,516.6666666666666
Rajiv Nagar,2340.0,5.0,1.0,160.0,4,0.8,468.0
Whitefield,1655.0,3.0,2.0,113.0,3,1.0,551.6666666666666
Battarahalli,2024.0,3.0,2.0,103.0,3,1.0,674.6666666666666
Jalahalli,1575.0,4.0,3.0,100.0,3,0.75,393.75
Iblur Village,1920.0,3.0,2.0,130.0,3,1.0,640.0
Kambipura,1082.0,2.0,1.0,55.0,3,1.5,541.0
BTM 2nd Stage,1265.0,2.0,3.0,55.0,3,1.5,632.5
other,1100.0,2.0,2.0,45.0,3,1.5,550.0
Margondanahalli,1160.0,2.0,1.0,65.0,2,1.0,580.0
Vittasandra,1246.0,2.0,1.0,67.4,2,1.0,623.0
Hosa Road,615.0,1.0,1.0,43.08,1,1.0,615.0
7th Phase JP Nagar,1128.0,2.0,1.0,60.0,2,1.0,564.0
other,1260.0,2.0,1.0,55.0,2,1.0,630.0
Bellandur,1830.0,3.0,3.0,89.89,3,1.0,610.0
Sarjapur,1525.0,2.0,2.0,68.0,3,1.5,762.5
Yelahanka,602.0,2.0,1.0,30.0,1,0.5,301.0
Hegde Nagar,1835.0,3.0,3.0,89.0,3,1.0,611.6666666666666
Kanakpura Road,1250.0,3.0,3.0,62.6,3,1.0,416.6666666666667
other,1200.0,4.0,1.0,110.0,4,1.0,300.0
Murugeshpalya,1855.0,3.0,3.0,96.0,3,1.0,618.3333333333334
Kanakpura Road,1450.0,3.0,3.0,60.91,3,1.0,483.3333333333333
Sarjapur  Road,2089.0,3.0,2.0,148.0,3,1.0,696.3333333333334
Haralur Road,1464.0,3.0,2.0,56.0,3,1.0,488.0
Begur Road,1200.0,2.0,2.0,44.73,2,1.0,600.0
Sarjapur,1095.0,2.0,1.0,45.0,2,1.0,547.5
Kothanur,1170.0,3.0,2.0,80.0,3,1.0,390.0
6th Phase JP Nagar,1280.0,2.0,1.0,88.0,2,1.0,640.0
Rajaji Nagar,1224.0,2.0,0.0,105.0,2,1.0,612.0
Thanisandra,1694.0,3.0,1.0,125.0,3,1.0,564.6666666666666
Electronic City,825.0,2.0,1.0,30.0,2,1.0,412.5
Sarjapur  Road,1612.0,3.0,1.0,98.38,3,1.0,537.3333333333334
Chandapura,985.0,2.0,1.0,25.12,2,1.0,492.5
Murugeshpalya,1175.0,2.0,2.0,75.0,2,1.0,587.5
other,600.0,1.0,0.0,24.0,1,1.0,600.0
Whitefield,1740.0,3.0,3.0,85.0,3,1.0,580.0
other,1770.0,3.0,2.0,99.0,3,1.0,590.0
Horamavu Agara,1090.0,2.0,1.0,46.0,2,1.0,545.0
other,1800.0,3.0,1.0,130.0,3,1.0,600.0
Jigani,1221.0,3.0,3.0,65.0,3,1.0,407.0
8th Phase JP Nagar,1046.0,2.0,1.0,48.0,2,1.0,523.0
Uttarahalli,1290.0,2.0,3.0,56.12,3,1.5,645.0
Electronic City Phase II,1065.0,2.0,1.0,30.76,2,1.0,532.5
Ambedkar Nagar,1850.0,4.0,2.0,121.0,3,0.75,462.5
Battarahalli,1097.0,2.0,1.0,49.0,2,1.0,548.5
Kalena Agrahara,1200.0,3.0,2.0,70.0,2,0.6666666666666666,400.0
Varthur,2160.0,3.0,2.0,170.0,3,1.0,720.0
Anekal,1140.0,2.0,2.0,52.0,2,1.0,570.0
Thigalarapalya,1297.0,2.0,2.0,98.0,2,1.0,648.5
Padmanabhanagar,1150.0,2.0,0.0,50.0,2,1.0,575.0
other,1375.0,2.0,1.0,45.0,2,1.0,687.5
Babusapalaya,1245.0,2.0,2.0,58.0,2,1.0,622.5
Nagarbhavi,1800.0,3.0,0.0,180.0,4,1.3333333333333333,600.0
Brookefield,1594.0,3.0,2.0,140.0,3,1.0,531.3333333333334
TC Palaya,1200.0,2.0,0.0,66.0,3,1.5,600.0
Chandapura,645.0,1.0,1.0,16.45,1,1.0,645.0
Kanakpura Road,700.0,2.0,2.0,36.0,2,1.0,350.0
Raja Rajeshwari Nagar,1000.0,2.0,0.0,50.0,2,1.0,500.0
Begur Road,1160.0,2.0,2.0,42.0,2,1.0,580.0
other,1570.0,2.0,2.0,95.0,3,1.5,785.0
Sarjapur  Road,1290.0,2.0,2.0,88.0,2,1.0,645.0
Kudlu Gate,1200.0,2.0,1.0,44.4,2,1.0,600.0
other,2250.0,3.0,0.0,180.0,3,1.0,750.0
other,1145.0,2.0,2.0,44.0,2,1.0,572.5
other,1320.0,2.0,2.0,46.0,3,1.5,660.0
Electronic City Phase II,1065.0,2.0,1.0,30.75,2,1.0,532.5
Whitefield,1650.0,3.0,2.0,48.0,3,1.0,550.0
Sarjapur  Road,1371.0,2.0,1.0,86.0,2,1.0,685.5
other,2700.0,5.0,2.0,150.0,5,1.0,540.0
Electronic City,1575.0,3.0,1.0,94.5,3,1.0,525.0
Yelahanka,1362.0,2.0,2.0,66.0,2,1.0,681.0
Haralur Road,1255.0,3.0,1.0,90.0,3,1.0,418.3333333333333
Whitefield,925.0,2.0,1.0,35.0,2,1.0,462.5
Electronics City Phase 1,1088.0,2.0,1.0,30.46,2,1.0,544.0
Yelahanka,1234.0,2.0,2.0,80.0,2,1.0,617.0
Sarjapur  Road,2140.0,3.0,2.0,139.0,3,1.0,713.3333333333334
Thubarahalli,1584.0,3.0,2.0,101.0,3,1.0,528.0
Whitefield,1175.0,2.0,2.0,50.0,2,1.0,587.5
Sarjapura - Attibele Road,1555.0,3.0,3.0,52.0,3,1.0,518.3333333333334
Chandapura,645.0,1.0,1.0,16.45,1,1.0,645.0
Dodda Nekkundi,1585.0,2.0,2.0,79.0,3,1.5,792.5
Kalena Agrahara,1354.0,2.0,2.0,71.0,2,1.0,677.0
other,1165.0,2.0,2.0,45.0,2,1.0,582.5
Kumaraswami Layout,1200.0,3.0,1.0,75.0,3,1.0,400.0
Hebbal,1740.0,2.0,1.0,137.0,3,1.5,870.0
Rachenahalli,985.0,2.0,1.0,50.17,2,1.0,492.5
Chandapura,1200.0,2.0,1.0,36.0,2,1.0,600.0
other,1340.0,2.0,2.0,47.0,3,1.5,670.0
Begur Road,1583.0,3.0,1.0,95.23,3,1.0,527.6666666666666
Bannerghatta Road,1122.5,2.0,0.0,61.74,2,1.0,561.25
Thanisandra,1573.0,3.0,2.0,100.0,3,1.0,524.3333333333334
CV Raman Nagar,1227.0,2.0,2.0,42.88,2,1.0,613.5
other,1210.0,2.0,1.0,60.0,2,1.0,605.0
Basavangudi,1650.0,3.0,3.0,125.0,3,1.0,550.0
Raja Rajeshwari Nagar,1485.0,2.0,2.0,63.0,3,1.5,742.5
Haralur Road,1735.0,3.0,2.0,97.0,3,1.0,578.3333333333334
other,1684.0,3.0,2.0,86.0,3,1.0,561.3333333333334
other,1686.0,3.0,3.0,77.0,3,1.0,562.0
other,1654.0,3.0,3.0,82.0,3,1.0,551.3333333333334
Green Glen Layout,1600.0,3.0,3.0,105.0,3,1.0,533.3333333333334
KR Puram,1100.0,2.0,1.0,39.9,2,1.0,550.0
Bannerghatta Road,1655.0,3.0,3.0,95.0,3,1.0,551.6666666666666
Hennur,1830.0,3.0,3.0,121.0,3,1.0,610.0
Hebbal,1430.0,3.0,1.0,85.0,3,1.0,476.6666666666667
other,1989.0,4.0,3.0,155.0,3,0.75,497.25
Sarjapur  Road,1044.0,2.0,2.0,55.0,2,1.0,522.0
Banashankari,1426.0,3.0,2.0,85.0,3,1.0,475.3333333333333
Choodasandra,1115.0,2.0,2.0,50.0,2,1.0,557.5
Yelahanka,1000.0,2.0,1.0,29.0,2,1.0,500.0
Kathriguppe,754.0,2.0,0.0,69.99,2,1.0,377.0
Electronic City Phase II,1140.0,2.0,1.0,33.06,2,1.0,570.0
Kodichikkanahalli,900.0,2.0,1.0,35.0,2,1.0,450.0
other,1200.0,2.0,3.0,50.0,2,1.0,600.0
Malleshwaram,580.0,1.0,1.0,45.0,1,1.0,580.0
TC Palaya,1200.0,2.0,0.0,66.0,3,1.5,600.0
Munnekollal,1030.0,2.0,1.0,50.36,2,1.0,515.0
Koramangala,1910.0,4.0,3.0,150.0,3,0.75,477.5
other,1950.0,3.0,3.0,132.0,3,1.0,650.0
Kundalahalli,1724.0,3.0,1.0,125.0,3,1.0,574.6666666666666
Kothanur,1400.0,2.0,2.0,65.0,2,1.0,700.0
Kaggadasapura,1400.0,2.0,2.0,68.0,3,1.5,700.0
Hulimavu,1115.0,2.0,2.0,44.6,2,1.0,557.5
Bharathi Nagar,1300.0,2.0,2.0,55.86,2,1.0,650.0
other,2400.0,4.0,1.0,150.0,4,1.0,600.0
Kanakpura Road,1332.0,2.0,1.0,108.0,2,1.0,666.0
Abbigere,1000.0,2.0,1.0,41.0,2,1.0,500.0
Whitefield,1200.0,3.0,2.0,67.75,3,1.0,400.0
Electronic City,1070.0,2.0,1.0,48.0,2,1.0,535.0
Sarjapur  Road,1600.0,3.0,1.0,85.0,3,1.0,533.3333333333334
Marathahalli,1196.0,2.0,2.0,57.95,2,1.0,598.0
Electronic City,1025.0,2.0,1.0,54.0,2,1.0,512.5
Choodasandra,1220.0,3.0,2.0,56.0,3,1.0,406.6666666666667
Sarjapur  Road,2180.0,4.0,3.0,180.0,3,0.75,545.0
other,1600.0,3.0,2.0,102.0,3,1.0,533.3333333333334
Whitefield,1270.0,2.0,1.0,110.0,2,1.0,635.0
Jakkur,1932.47,3.0,2.0,183.0,3,1.0,644.1566666666666
Jalahalli,2086.0,3.0,2.0,160.0,3,1.0,695.3333333333334
Old Madras Road,1165.0,2.0,1.0,51.42,2,1.0,582.5
Marathahalli,1310.0,3.0,1.0,63.25,3,1.0,436.6666666666667
Electronics City Phase 1,1900.0,3.0,2.0,85.0,3,1.0,633.3333333333334
Chandapura,740.0,1.0,1.0,22.0,2,2.0,740.0
Yeshwanthpur,2503.0,3.0,3.0,138.0,3,1.0,834.3333333333334
5th Phase JP Nagar,1075.0,2.0,2.0,60.0,2,1.0,537.5
Bellandur,1260.0,2.0,2.0,83.5,2,1.0,630.0
Yelahanka,1282.0,2.0,1.0,48.72,3,1.5,641.0
Green Glen Layout,1717.0,3.0,3.0,125.0,3,1.0,572.3333333333334
other,1088.0,2.0,2.0,46.0,2,1.0,544.0
Raja Rajeshwari Nagar,1335.0,2.0,1.0,56.0,3,1.5,667.5
Vidyaranyapura,1200.0,2.0,1.0,42.0,2,1.0,600.0
Garudachar Palya,1325.0,2.0,2.0,60.0,3,1.5,662.5
JP Nagar,1157.0,2.0,1.0,73.0,2,1.0,578.5
Sahakara Nagar,1200.0,2.0,1.0,54.0,2,1.0,600.0
Pai Layout,1510.0,2.0,2.0,65.0,3,1.5,755.0
Bommanahalli,1050.0,2.0,2.0,54.0,2,1.0,525.0
other,1200.0,2.0,2.0,45.0,2,1.0,600.0
Binny Pete,1516.0,3.0,1.0,147.0,3,1.0,505.3333333333333
Channasandra,1050.0,2.0,1.0,44.41,2,1.0,525.0
Hegde Nagar,1000.0,2.0,0.0,66.0,2,1.0,500.0
9th Phase JP Nagar,1050.0,2.0,2.0,35.0,2,1.0,525.0
BEML Layout,1194.0,2.0,1.0,65.0,2,1.0,597.0
Hormavu,1210.0,2.0,3.0,69.0,2,1.0,605.0
Whitefield,1660.0,3.0,1.0,110.0,3,1.0,553.3333333333334
Malleshwaram,1410.0,2.0,3.0,125.0,2,1.0,705.0
Electronics City Phase 1,1305.0,2.0,1.0,67.0,2,1.0,652.5
other,1800.0,6.0,2.0,101.0,6,1.0,300.0
Bannerghatta Road,1206.0,2.0,3.0,53.0,2,1.0,603.0
Kambipura,883.0,2.0,1.0,49.0,2,1.0,441.5
Bannerghatta Road,1150.0,2.0,2.0,55.0,2,1.0,575.0
other,1850.0,3.0,3.0,110.0,3,1.0,616.6666666666666
Hoodi,3385.0,4.0,1.0,220.0,4,1.0,846.25
Sompura,2150.0,3.0,2.0,85.0,4,1.3333333333333333,716.6666666666666
other,1035.0,2.0,2.0,55.0,2,1.0,517.5
other,1200.0,3.0,3.0,75.0,3,1.0,400.0
Hennur Road,1155.0,2.0,1.0,69.18,2,1.0,577.5
Electronics City Phase 1,755.0,1.0,0.0,30.12,1,1.0,755.0
Ramamurthy Nagar,960.0,2.0,2.0,35.0,2,1.0,480.0
other,450.0,1.0,1.0,20.0,1,1.0,450.0
Raja Rajeshwari Nagar,1571.0,3.0,3.0,53.12,3,1.0,523.6666666666666
Sarjapur  Road,1691.0,3.0,2.0,119.0,3,1.0,563.6666666666666
Kanakapura,1489.0,2.0,1.0,70.0,3,1.5,744.5
Kengeri Satellite Town,800.0,2.0,1.0,32.0,2,1.0,400.0
Jalahalli,980.0,2.0,2.0,60.0,3,1.5,490.0
Bannerghatta Road,1215.0,2.0,1.0,65.0,2,1.0,607.5
Electronic City Phase II,911.0,2.0,1.0,26.5,2,1.0,455.5
R.T. Nagar,1500.0,2.0,1.0,70.0,3,1.5,750.0
Brookefield,1588.0,2.0,3.0,58.0,2,1.0,794.0
Kannamangala,957.0,2.0,2.0,56.0,2,1.0,478.5
Electronic City Phase II,1200.0,2.0,1.0,34.65,2,1.0,600.0
other,1495.0,2.0,2.0,52.33,3,1.5,747.5
Bisuvanahalli,845.0,2.0,0.0,34.0,2,1.0,422.5
Sarjapur  Road,2206.0,4.0,1.0,180.0,3,0.75,551.5
Kasavanhalli,1181.0,2.0,1.0,61.0,2,1.0,590.5
Sarjapur  Road,1309.0,2.0,3.0,69.5,2,1.0,654.5
Horamavu Agara,1400.0,3.0,3.0,63.0,3,1.0,466.6666666666667
CV Raman Nagar,1225.0,2.0,2.0,48.0,2,1.0,612.5
other,1719.0,3.0,3.0,95.0,3,1.0,573.0
Abbigere,995.0,2.0,1.0,40.8,2,1.0,497.5
Mahadevpura,1120.0,2.0,2.0,53.0,2,1.0,560.0
Bellandur,1047.0,2.0,1.0,75.0,2,1.0,523.5
Devanahalli,1466.0,3.0,3.0,59.96,3,1.0,488.6666666666667
Sarjapur  Road,1691.0,3.0,2.0,100.0,3,1.0,563.6666666666666
Chandapura,876.0,2.0,2.0,28.47,2,1.0,438.0
CV Raman Nagar,1659.0,3.0,1.0,135.0,3,1.0,553.0
Whitefield,1270.0,2.0,1.0,105.0,2,1.0,635.0
8th Phase JP Nagar,1269.0,2.0,3.0,50.75,3,1.5,634.5
